Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,0,0,0,2600,2600,2600,3,3,0,0,0,0.0,0,0.0,0.0,89.0,1.32746015597,0,4,0.0,0.0,0.663730077985,0.0,0
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,0,0,4,10917,10917,10957,11,11,0,296,262,0.00530310697298,0,27.014693803,1.06969863947,87.5,1.25250058095,0,10,0.0,0.0,1.10761467823,0.0,0
Ashleysly,1Mdu9MbAEsUm81NzEPQR7GCkUxbG39pWMy,0,0,0,15003,15003,15003,15,15,0,33,26,0.000526262524036,0,2.19956008798,0.785713961717,77.5,0.82706883849,1,17,0.0588235294118,0.135452422869,0.773878323161,0.0,0
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,0,0,21,7174,7174,7384,7,0,7,139,122,0.00246938568971,0,37.6489707476,1.11428063279,87.0,1.22819452368,1,22,0.0454545454545,0.108828954902,1.12096499434,1.21291915403,8
Atruk,1x1yenCV3GxoiGPjpE1iykCH9kcmS8fsr,0,0,0,22236,22236,22236,22,22,0,6,5,0.000101204331545,0,0.269832703724,0.606969933883,80.0,0.921918447528,0,15,0.0,0.0,0.734095694011,0.0,0
Backa18,1A7mEa8zufBg2ajkQU8uezFKVvaxEqXr3g,0,0,0,62812,62812,62812,63,34,29,2623,2169,0.0439024390244,0,41.7595363943,1.12857550264,81.8834951456,0.998280560339,0,25,0.0,0.0,1.00699925636,1.08960466411,32
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,0,0,4,10533,10533,10573,11,11,0,44,42,0.000850116384981,0,4.16154355434,0.849825781354,95.5,1.68930439015,0,12,0.0,0.0,1.22707379669,0.0,0
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,0,0,0,36761,36761,36761,37,36,1,119,108,0.00218601356138,0,3.23712630233,0.823966380111,90.0,1.3791619417,8,15,0.533333333333,0.879953503314,1.10436351706,1.19495583682,1
Ben,1DbJtgRfXqa2Vjh4Qfe35gGqMVEbC7DoAu
BitcoinAlchemist,1JBmwfJ4HmxTDDYwZY1rC63xR9h8Usqtat,0,0,0,24769,24769,24769,25,25,0,26,20,0.000404817326182,0,1.0496992208,0.717369633605,78.0,0.845458601012,1,23,0.0434782608696,0.104799308403,0.750785601049,0.0,0
Bittzy78,1Pz1K3res89p4GF3N26gz93CzbyWUcjEAb
Bmlzootown,1AWxtasquGuwRz9KMSfbZLVa3ED7XuXNev,0,0,0,1281,1281,1281,1,1,0,4,2,4.04817326182e-05,0,3.12256049961,0.820322153905,60.0,0.344705418566,3,3,1.0,1.50030911277,0.616513134179,0.0,0
Boelens,1PZ4yQmyi4JsfhUUHJiNs15gt98MreQXw1,0,0,0,1419,1419,1419,1,1,0,0,0,0.0,0,0.0,0.0,73.0,0.674067828144,0,1,0.0,0.0,0.337033914072,0.0,0
CaramelSunshine,14yBc8zcJZh8nhUVx62RBX1n19Nw4pgy2q,0,0,0,3963,3963,3963,4,4,0,0,0,0.0,0,0.0,0.0,95.0,1.6592504759,0,6,0.0,0.0,0.829625237951,0.0,0
Ceebizcut,1M5haKYJ8PJ43kHTs6okSBLj5gUhLRQiUJ,0,0,0,22272,22272,22272,22,22,0,7,6,0.000121445197854,0,0.314295977011,0.618466645656,84.0,1.08931150942,0,12,0.0,0.0,0.822965745253,0.0,0
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,5361,1608,0,135721,141082,137329,137,92,45,366,259,0.00524238437405,0,2.66513263768,0.804492346261,70.0,0.583957764326,32,102,0.313725490196,0.560862953229,0.682043585642,0.737992473527,33
Cryptobyte,1HwxMzbFqZfyE6HaR2D3keJQ1ync1V5UQR,0,0,0,5145,5145,5145,5,5,0,0,0,0.0,0,0.0,0.0,99.0,1.91057011183,0,4,0.0,0.0,0.955285055913,0.0,0
Cryptopi,16wwpo6sJeFFWMnSy7ySa62mZLTAWohyP7,0,0,3,109832,109832,109862,110,97,13,75,57,0.00115372937962,0,0.68267462817,0.680389032877,75.0,0.739340691029,0,78,0.0,0.0,0.675845410309,0.731285854123,10
Cryptowonk,1Fd2fo3VYSAjUr2uXNCfoSRSeWcGX9x5Ge 
Dalamar96,1BXH2Xida1orS5GpXdniMrwZFbi5iznM92
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,28726,8617,124,96785,125511,106642,107,107,0,54,47,0.000951320716527,0,0.506367097391,0.655837407571,86.5,1.20422412504,1,36,0.0277777777778,0.0716481848782,0.900821305169,0.0,0
Devguy,1QAZtw4SYaMfceg55uL2yarTnDtjySSyXz,0,0,1,12148,12148,12158,12,12,0,5,4,8.09634652363e-05,0,0.411251850633,0.639264736562,81.8834951456,0.998280560339,9,11,0.818181818182,1.26534356977,0.850076590111,0.0,0
Devtome_Writer,17wwzTrWrk1buS9bxEFdgTsvhiyrDakBZe,0,0,0,10248,10248,10248,10,10,0,12,6,0.000121445197854,0,1.17096018735,0.727082099998,50.0,0.184789570143,10,13,0.769230769231,1.20078887409,0.479621173775,0.0,0
Dexter,18jMxk8jqwvgpx4wT48VAb6jGbYNazz4b7,16281,4884,69,93403,109684,98977,99,99,0,39,24,0.000485780791418,0,0.39403093648,0.635909645368,60.0,0.344705418566,1,31,0.0322580645161,0.0813441574086,0.462579257569,0.0,0
Diamondcardz,18q45dAKGakQdPkjrg17NrfdiFGKWULwSJ,0,0,2,2077,2077,2097,2,2,0,7,6,0.000121445197854,0,3.33810205055,0.827085717817,90.0,1.3791619417,0,2,0.0,0.0,1.06176954387,0.0,0
Dinkleberg,1Mnd6HGYcoNryKT2bkaT55BPsVK1a8o49u,0,0,81,21130,21130,21940,22,0,22,327,297,0.0060115372938,0,29.8085688241,1.08272778399,90.0,1.3791619417,25,25,1.0,1.50030911277,1.25182392928,1.35451261098,30
Eammy,1EPRS5bUm6USqLWZf5faBzZF2dXhHdyfgc,0,0,5,9241,9241,9291,9,9,0,0,0,0.0,0,0.0,0.0,87.5,1.25250058095,0,8,0.0,0.0,0.626250290473,0.0,0
Ecafe,17tRggPGbLBVWFBoySALZXTABD2zSe3kEW,0,0,0,51952,51952,51952,52,46,6,16,14,0.000283372128327,0,0.307976593779,0.616923259721,87.5,1.25250058095,9,12,0.75,1.17525977509,0.962628746102,1.04159438543,6
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,606969,182090,3,131971,738940,314091,307,227,80,8566,8393,0.169881590932,0,27.2723510066,1.07094848439,97.0,1.78177645013,31,31,1.0,1.50030911277,1.44783049868,1.4999,120
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,0,0,0,5518,5518,5518,6,6,0,3,3,6.07225989272e-05,0,0.543675244654,0.661598011785,85.0,1.13429956137,0,1,0.0,0.0,0.86486888599,0.0,0
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,10577,3173,2,13959,24536,17152,17,17,0,11,9,0.000182167796782,0,0.641324626866,0.675179364306,80.0,0.921918447528,1,12,0.0833333333333,0.182046116613,0.773892243532,0.0,0
Eroxors,1GhARG75QssPfXntVLW5wwpqPP6H2fRbmo,0,0,0,1580,1580,1580,2,2,0,11,5,0.000101204331545,0,6.96202531646,0.905360763844,47.0,0.149549383293,2,2,1.0,1.50030911277,0.557202491015,0.0,0
Estera,14VRNYCwocTSAyPprHnKx12Eim6jDBHYZq,0,0,0,16915,16915,16915,17,17,0,4,3,6.07225989272e-05,0,0.236476500148,0.597196905023,81.8834951456,0.998280560339,0,11,0.0,0.0,0.76787888743,0.0,0
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,0,0,58,489435,489435,490015,225,365,80,28175,17076,0.345633033094,0,57.4982398498,1.17386298861,60.0,0.344705418566,148,172,0.860465116279,1.3206353952,0.766622823918,0.829509852442,66
Flam,167fASsEEnKszkd8PdNRMB1HWTnxcNRgbR
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,0,0,11,22314,22314,22424,22,22,0,7794,7085,0.1434065378,0,347.574027827,1.46467495415,90.0,1.3791619417,22,31,0.709677419355,1.1214054269,1.40475497156,0.0,0
Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,0,0,0,7303,7303,7303,7,7,0,6,5,0.000101204331545,0,0.821580172532,0.696068925503,80.5,0.941771757828,0,4,0.0,0.0,0.78411689539,0.0,0
Giftculturewriting,16GGzGGsTtzvUdTHoWFJtWXXWdpPWwxr3u,0,0,0,14130,14130,14130,14,0,14,38,29,0.000586985122963,0,5.37862703468,0.87707347884,75.0,0.739340691029,7,7,1.0,1.50030911277,0.839368866631,0.908223343972,13
Glongsword,1CRfD8qjUd8uKnYX35oxz8qAYrCnn2Zryc,0,0,0,1110,1110,1110,1,1,0,5,5,0.000101204331545,0,4.5045045045,0.858145128567,91.0,1.43227256633,0,1,0.0,0.0,1.10230159102,0.0,0
Gorgorom,1EgZsQ6zxrA5bCtMMR1uWAcjfqt7n8GNRJ,0,0,1,4865,4865,4875,5,0,5,14,13,0.000263131262018,0,5.74358974359,0.884185543633,95.0,1.6592504759,0,3,0.0,0.0,1.22750873259,1.32820280831,7
Grantbills,1Dz6fEZma7bUwnGo44yRjgduP71cWtkgS4,0,0,3,28447,28447,28477,28,28,0,39,33,0.0006679485882,0,1.36952628437,0.741228343984,84.5,1.11164451099,11,19,0.578947368421,0.943432728606,0.936546646717,0.0,0
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1550,465,0,709,2259,1174,1,1,0,8,8,0.000161926930473,0,6.81431005111,0.90297543099,99.0,1.91057011183,2,2,1.0,1.50030911277,1.4366394555,0.0,0
Hayek,1KqMSjRnFpeWQUhDh3p2tGtRnPuZV486sM,0,0,0,22782,22782,22782,23,0.00634288143667,0,23,0,0.0,0.5001,12
Heliumbm,1Fm4p5nVbKxaYaQz4kuANQG2scDBLRvECJ,0,0,0,17656,17656,17656,18,18,0,12,9,0.000182167796782,0,0.679655641142,0.680018172688,77.5,0.82706883849,3,5,0.6,0.972472939552,0.768166243932,0.0,0
Hellinoos,1GnJic1ATC7R7cbzBR6Q7Yqziv7bwj8aQY,0,0,0,15130,15130,15130,15,15,0,6,5,0.000101204331545,0,0.39656311963,0.636410949564,82.5,1.0242178123,4,4,1.0,1.50030911277,0.873509289094,0.0,0
Hemingway,1Mrin7GnKsBPJ78mqZiChKzNtY5WC84WFZ,0,0,0,25020,25020,25020,25,25,0,17,13,0.000263131262018,0,0.679456434852,0.679993650896,75.0,0.739340691029,0,18,0.0,0.0,0.675667488418,0.0,0
Hunterbunter,17qBxPE1e84se785Yn3BupFRPPekEc15Pv
IanBerble,1P6NSPXyGxPsetEE1qjWnvpPyZk3qnNboR,0,0,0,1078,1078,1078,1,1,0,3,3,6.07225989272e-05,0,2.78293135436,0.808784107702,99.0,1.91057011183,1,1,1.0,1.50030911277,1.39425336002,0.0,0
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,0,0,0,1004,1004,1004,1,1,0,1,1,2.02408663091e-05,0,0.996015936255,0.712751921747,90.0,1.3791619417,0,1,0.0,0.0,1.01031933563,0.0,0
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,0,0,0,634,634,634,0,0,0,14,0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0
Iluveunc,199BUHDPHwpzyzVzmTw6V2jeqYfEpVuwMu
Imatt1990,17czLaECADux6yASXbxLLPqvnTSc9sD2PN,0,0,0,3821,3821,3821,4,4,0,0,0,0.0,0,0.0,0.0,81.8834951456,0.998280560339,2,2,1.0,1.50030911277,0.574155735808,0.0,0
