Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,0,0,0,2592,2592,2592,3,3,0,0,0.0,0.0,0.0,0.0,0.0,82.5,1.22,4,4,1.0,1.23,0.852,0.0,0
Alexandriafini,19YqhfmEKLEwhT5NJN1ER1FB5yn3jq4yhL,0,0,0,7588,7588,7588,8,8,0,3,2.0,0.0000108,0.0,0.395,0.795,70.0,0.578,3,3,1.0,1.23,0.708,0.0,0
Aljiu,17AD7tcyFK5WWqpPykgx2pvypQdfiSCitR,0,0,2,1050,1050,1070,1,1,0,1,1.0,0.00000539,0.0,0.935,0.857,80.0,1.06,1,1,1.0,1.23,1.01,0.0,0
Alpha511,1Fcqq12HeSxi3UEqeuPrj7mKZ5U8CLosE5,0,0,12,4131,4131,4251,4,4,0,119,101.0,0.000545,0.0,28.0,1.15,84.0,1.32,3,3,1.0,1.23,1.26,0.0,0
Altos,19kKHtq3osvHqemFSxUvoVoBUPUpH7KQB3,0,0,0,25397,25397,25397,25,25,0,3,2.0,0.0000108,0.0,0.118,0.715,80.0,1.06,7,7,1.0,1.23,0.972,0.0,0
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,0,0,4,10960,10960,11000,11,11,0,131,112.0,0.000604,0.0,11.9,1.07,84.5,1.35,10,10,1.0,1.23,1.26,0.0,0
Amirali00124,1FfeaJ6cQGWmfRH3SKsYnyMYA62g7FnDds,0,0,0,3131,3131,3131,3,3,0,0,0.0,0.0,0.0,0.0,0.0,67.5,0.49,4,4,1.0,1.23,0.417,0.0,0
Antdix,1NNnUkWk29x6PBMyUpRDXv4dEMNrw5qjWY,0,0,104,79082,79082,80122,80,80,0,28,20.0,0.000108,0.0,0.349,0.786,70.0,0.578,43,44,0.977,1.17,0.699,0.0,0
Ashleysly,1Mdu9MbAEsUm81NzEPQR7GCkUxbG39pWMy,559,167,0,53496,54055,53663,52,52,0,24,16.0,0.0000863,0.0,0.447,0.803,65.0,0.413,59,59,1.0,1.23,0.612,0.0,0
Asquirrel,1Dme8MjSTnsQdGsXT94Yb5is9EXqRPYnVZ,0,0,0,3238,3238,3238,3,3,0,5,4.0,0.0000216,0.0,1.54,0.895,80.0,1.06,1,1,1.0,1.23,1.03,0.0,0
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,701,210,40,56780,57481,57390,57,57,0,60,42.0,0.000226,0.0,1.05,0.865,69.0,0.542,82,83,0.988,1.2,0.704,0.0,0
Atruk,1x1yenCV3GxoiGPjpE1iykCH9kcmS8fsr,0,0,0,22207,22207,22207,22,22,0,1,1.0,0.00000539,0.0,0.045,0.657,80.0,1.06,15,15,1.0,1.23,0.955,0.0,0
