Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,0,0,0,2592,2592,2592,3,3,0,4,4.0,0.0000379,0.0,1.54,0.67,89.0,1.56,4,4,1.0,1.31,1.27,0.0,0
Alpha511,1Fcqq12HeSxi3UEqeuPrj7mKZ5U8CLosE5,0,0,12,4131,4131,4251,4,0,4,38,25.0,0.000237,0.0,17.9,1.07,65.0,0.513,3,3,1.0,1.31,0.761,0.719,3
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,0,0,4,10960,10960,11000,11,11,0,671,573.0,0.00542,0.0,61.0,1.36,84.5,1.3,10,10,1.0,1.31,1.32,0.0,0
Amirali00124,1FfeaJ6cQGWmfRH3SKsYnyMYA62g7FnDds,0,0,0,3131,3131,3131,3,0,3,19,5.0,0.0000473,0.0,12.1,0.996,25.0,0.0174,4,4,1.0,1.31,0.44,0.5,2
Antdix,1NNnUkWk29x6PBMyUpRDXv4dEMNrw5qjWY,0,0,29,44957,44957,45247,45,17,28,380,249.0,0.00236,0.0,8.4,0.928,65.0,0.513,27,27,1.0,1.31,0.717,0.678,19
Ashleysly,1Mdu9MbAEsUm81NzEPQR7GCkUxbG39pWMy,559,167,0,45223,45782,45390,45,36,9,68,45.0,0.000426,0.0,1.5,0.666,65.0,0.513,48,49,0.98,1.27,0.635,0.6,5
Asquirrel,1Dme8MjSTnsQdGsXT94Yb5is9EXqRPYnVZ,0,0,0,3238,3238,3238,3,0,3,19,15.0,0.000142,0.0,11.7,0.989,77.7,0.964,1,1,1.0,1.31,1.01,0.951,3
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,701,210,38,56082,56783,56672,57,40,17,298,211.0,0.002,0.0,5.26,0.848,70.0,0.667,80,80,1.0,1.31,0.786,0.743,13
Atruk,1x1yenCV3GxoiGPjpE1iykCH9kcmS8fsr,0,0,0,22207,22207,22207,22,22,0,10,8.0,0.0000757,0.0,0.45,0.528,79.0,1.02,15,15,1.0,1.31,0.904,0.0,0
Backa18,1A7mEa8zufBg2ajkQU8uezFKVvaxEqXr3g,0,0,0,86741,86741,86741,87,87,0,39,31.0,0.000293,0.0,0.45,0.528,77.5,0.957,30,30,1.0,1.31,0.863,0.0,0
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,0,0,4,10533,10533,10573,11,11,0,25,23.0,0.000218,0.0,2.36,0.727,93.0,1.82,0,12,0.0,0.0,1.31,0.0,0
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,0,0,0,36734,36734,36734,37,37,0,23,21.0,0.000199,0.0,0.626,0.563,88.5,1.53,8,15,0.533,0.505,1.14,0.0,0
Ben,1DbJtgRfXqa2Vjh4Qfe35gGqMVEbC7DoAu,0,0,15,1946,1946,2096,2,2,0,270,232.0,0.0022,0.0,128.8,1.57,85.0,1.33,0,1,0.0,0.0,1.27,0.0,0
BitcoinAlchemist,1JBmwfJ4HmxTDDYwZY1rC63xR9h8Usqtat,0,0,0,27584,27584,27584,28,28,0,36,26.0,0.000246,0.0,1.31,0.648,71.0,0.702,1,26,0.0385,0.00938,0.616,0.0,0
Bit-fxtrader,1BZrrPVnQibm9M357dATtTokUYP1vaosgU,0,0,1,32201,32201,32211,32,0,32,152,119.0,0.00113,0.0,9.44,0.949,77.7,0.964,21,21,1.0,1.31,0.994,0.939,30
Bittzy78,1Pz1K3res89p4GF3N26gz93CzbyWUcjEAb,3084,925,6,12925,16009,13910,14,14,0,48,41.0,0.000388,0.0,3.45,0.782,84.0,1.27,13,13,1.0,1.31,1.13,0.0,0
Blackjet69,1tjX32UTH9DV9LkWKSncr4a3sJ4ksY84S,0,0,4,6810,6810,6850,7,0,7,34,27.0,0.000256,0.0,9.93,0.958,77.7,0.964,6,7,0.857,1.04,0.969,0.916,6
Bloodstone,16ErAavhmhfJZzRMN7x3be7Mg43KYqTyaK,2248,674,0,2115,4363,2789,3,0,3,30,26.0,0.000246,0.0,21.5,1.11,85.0,1.33,9,10,0.9,1.12,1.24,1.17,4
Bmlzootown,1AWxtasquGuwRz9KMSfbZLVa3ED7XuXNev,0,0,0,1282,1282,1282,1,1,0,7,6.0,0.0000568,0.0,5.46,0.854,80.0,1.07,3,3,1.0,1.31,1.03,0.0,0
Boelens,1PZ4yQmyi4JsfhUUHJiNs15gt98MreQXw1,0,0,0,1419,1419,1419,1,1,0,7,5.0,0.0000473,0.0,4.93,0.837,65.0,0.513,0,1,0.0,0.0,0.559,0.0,0
Bomac,18sqY71VonaH81y4mWyrFirLf9ZMq238wY,0,0,0,47413,47413,47413,47,0,47,256,201.0,0.0019,0.0,10.8,0.973,77.7,0.964,12,12,1.0,1.31,1.0,0.946,44
Caprigon,1Q4siL9KD2W8cy5eguRr5z5R1iCca27Qqv,0,0,0,17850,17850,17850,18,14,4,32,25.0,0.000237,0.0,1.79,0.689,77.7,0.964,7,7,1.0,1.31,0.916,0.866,3
CaramelSunshine,14yBc8zcJZh8nhUVx62RBX1n19Nw4pgy2q,0,0,0,3950,3950,3950,4,4,0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.203,0,6,0.0,0.0,0.122,0.0,0
Cdelatorref,13TRk2LRQuPH926Dq4u1uL63gUvfX5wRN3,0,0,11,9281,9281,9391,9,4,5,110,86.0,0.000814,0.0,11.7,0.989,77.7,0.964,14,14,1.0,1.31,1.01,0.951,5
Ceebizcut,1M5haKYJ8PJ43kHTs6okSBLj5gUhLRQiUJ,0,0,0,22266,22266,22266,22,22,0,4,3.0,0.0000284,0.0,0.18,0.443,86.0,1.38,0,12,0.0,0.0,0.963,0.0,0
Colin012,1LsUrZ2EcGKwy3Vt72FbFkng5bnYjdTsea,0,0,2,2189,2189,2209,2,0,2,0,0.0,0.0,0.0,0.0,0.0,77.7,0.964,1,3,0.333,0.248,0.603,0.57,1
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,22120,6636,0,149605,171725,156241,156,156,0,271,192.0,0.00182,0.0,1.73,0.685,70.0,0.667,50,116,0.431,0.366,0.642,0.0,0
