Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Boelens,1PZ4yQmyi4JsfhUUHJiNs15gt98MreQXw1,0,0,0,1421,1421,1421,1,1,0,8,5.0,0.00000922,0.0,5.63,0.954,65.0,0.63,1,1,1.0,1.22,0.786,0.0,0
Bomac,18sqY71VonaH81y4mWyrFirLf9ZMq238wY,0,0,0,195848,195848,195848,177,127,50,391,355.0,0.000655,0.0,2.0,0.888,90.0,1.64,55,55,1.0,1.22,1.37,1.17,58
Caprigon,1Q4siL9KD2W8cy5eguRr5z5R1iCca27Qqv,3084,925,1,110045,113129,110980,111,65,46,84,68.0,0.000125,0.0,0.757,0.831,80.0,1.16,46,46,1.0,1.22,1.07,0.91,42
CaramelSunshine,14yBc8zcJZh8nhUVx62RBX1n19Nw4pgy2q,3963,1188,0,0,3963,1188,1,1,0,1,1.0,0.00000184,0.0,0.842,0.837,50.0,0.292,0,6,0.0,0.0,0.426,0.0,0
Cdelatorref,13TRk2LRQuPH926Dq4u1uL63gUvfX5wRN3,0,0,11,10208,10208,10318,10,10,0,25,18.0,0.0000332,0.0,2.42,0.9,70.0,0.783,15,15,1.0,1.22,0.861,0.0,0
Ceebizcut,1M5haKYJ8PJ43kHTs6okSBLj5gUhLRQiUJ,0,0,0,22266,22266,22266,22,22,0,4,3.0,0.00000553,0.0,0.18,0.753,79.0,1.12,0,12,0.0,0.0,0.895,0.0,0
Colin012,1LsUrZ2EcGKwy3Vt72FbFkng5bnYjdTsea,0,0,2,2189,2189,2209,2,2,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.958,1,3,0.333,0.107,0.585,0.0,0
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,172607,51782,0,0,172607,51782,52,52,0,139,98.0,0.000181,0.0,2.68,0.907,70.0,0.783,50,116,0.431,0.188,0.76,0.0,0
Cryptobyte,1HwxMzbFqZfyE6HaR2D3keJQ1ync1V5UQR,0,0,0,5149,5149,5149,5,5,0,0,0.0,0.0,0.0,0.0,0.0,87.5,1.51,4,4,1.0,1.22,1.03,0.0,0
Cryptopi,16wwpo6sJeFFWMnSy7ySa62mZLTAWohyP7,0,0,3,117896,117896,117926,118,118,0,151,70.0,0.000129,0.0,1.28,0.862,46.0,0.228,0,86,0.0,0.0,0.396,0.0,0
Cryptaur,18HEmGSt6x1aiwqEWQBZYedYwEjEB61FLe,0,0,47,45376,45376,45846,46,46,0,4,3.0,0.00000553,0.0,0.0872,0.717,85.0,1.38,34,38,0.895,0.952,1.14,0.0,0
Cybernet,1La3GDDFvm2fVSjDh7Wy6YvbZ4MiP7Mt1q,0,0,7,2315,2315,2385,2,2,0,9,8.0,0.0000148,0.0,3.77,0.928,87.5,1.51,4,4,1.0,1.22,1.3,0.0,0
Dalamar96,1BXH2Xida1orS5GpXdniMrwZFbi5iznM92,0,0,0,19133,19133,19133,19,19,0,2,1.0,0.00000184,0.0,0.105,0.726,70.0,0.783,6,6,1.0,1.22,0.809,0.0,0
Darebruges,1EkixVazBUdNarHfB5eUWsxQ6JJnQuQx3K,0,0,7,2551,2551,2621,3,3,0,3,3.0,0.00000553,0.0,1.14,0.855,95.0,1.92,4,4,1.0,1.22,1.53,0.0,0
Dead_bit,1SuaNpdTNevb6VUYYn2Tqq4iXD5yeLmJ9,0,0,19,8440,8440,8630,9,9,0,13,7.0,0.0000129,0.0,1.51,0.871,55.0,0.386,6,6,1.0,1.22,0.615,0.0,0
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,30998,9299,126,116304,147302,126863,127,127,0,115,99.0,0.000183,0.0,0.906,0.842,85.0,1.38,45,45,1.0,1.22,1.2,0.0,0
Deadwood,1MRCQrNWiXg8LA4vq6PfYvpdWfyZketSw6,0,0,6,20537,20537,20597,21,16,5,60,55.0,0.000101,0.0,2.91,0.912,90.0,1.64,13,14,0.929,1.03,1.36,1.16,6
Develcuy,1DogCa5wiVZJWFnFDezuw5XssoWWabijnE,0,0,0,1534,1534,1534,2,2,0,25,23.0,0.0000424,0.0,16.3,1.03,90.0,1.64,3,3,1.0,1.22,1.41,0.0,0
Devguy,1QAZtw4SYaMfceg55uL2yarTnDtjySSyXz,0,0,1,12111,12111,12121,12,12,0,3,2.0,0.00000369,0.0,0.248,0.77,75.0,0.958,9,11,0.818,0.781,0.884,0.0,0
Devtome_Writer,17wwzTrWrk1buS9bxEFdgTsvhiyrDakBZe,0,0,0,10248,10248,10248,10,10,0,2,1.0,0.00000184,0.0,0.195,0.757,70.0,0.783,10,13,0.769,0.681,0.765,0.0,0
Dexter,18jMxk8jqwvgpx4wT48VAb6jGbYNazz4b7,16281,4884,69,93310,109591,98884,99,99,0,17,12.0,0.0000221,0.0,0.172,0.751,67.5,0.703,3,31,0.0968,0.00685,0.648,0.0,0
Dglenn,15b3uWBBfMfhVwsXLYtGzXJ8vAHyjVV1Mu,0,0,0,121520,121520,121520,50,0,50,1535,1279.0,0.00236,0.0,25.3,1.06,82.5,1.27,1,1,1.0,1.22,1.2,1.02,51
Dhouses,192hXH4dh4zASr1212X6GJFXsypavW2uMW,0,0,9,40698,40698,40788,41,18,23,43,35.0,0.0000646,0.0,1.05,0.85,80.5,1.18,17,17,1.0,1.22,1.08,0.926,21
Diamondcardz,18q45dAKGakQdPkjrg17NrfdiFGKWULwSJ,0,0,2,2079,2079,2099,2,2,0,3,3.0,0.00000553,0.0,1.43,0.868,90.0,1.64,2,2,1.0,1.22,1.36,0.0,0
Diedicar,1NXSmDdfVdL548RzbzVx6CkUmXFoRZ5yH3,0,0,6,7052,7052,7112,7,7,0,0,0.0,0.0,0.0,0.0,0.0,95.0,1.92,4,4,1.0,1.22,1.27,0.0,0
Dinkleberg,1Mnd6HGYcoNryKT2bkaT55BPsVK1a8o49u,0,0,111,32574,32574,33684,34,34,0,39,33.0,0.0000609,0.0,1.16,0.856,84.5,1.36,35,35,1.0,1.22,1.19,0.0,0
Eammy,1EPRS5bUm6USqLWZf5faBzZF2dXhHdyfgc,0,0,5,9246,9246,9296,9,9,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1.16,8,8,1.0,1.22,0.817,0.0,0
Ecafe,17tRggPGbLBVWFBoySALZXTABD2zSe3kEW,0,0,0,112578,112578,112578,113,113,0,19,15.0,0.0000277,0.0,0.169,0.75,80.0,1.16,16,16,1.0,1.22,1.04,0.0,0
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,675957,202787,4,145605,821562,348432,348,348,0,8758,8183.0,0.0151,0.0,25.1,1.06,92.5,1.77,57,57,1.0,1.22,1.5,0.0,0
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,0,0,0,5520,5520,5520,6,6,0,0,0.0,0.0,0.0,0.0,0.0,69.5,0.766,1,1,1.0,1.22,0.582,0.0,0
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,10577,3173,2,13940,24517,17133,17,17,0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.38,1,12,0.0833,0.00492,0.83,0.0,0
Eroxors,1GhARG75QssPfXntVLW5wwpqPP6H2fRbmo,0,0,0,5837,5837,5837,6,6,0,1,0.0,0.0,0.0,0.171,0.751,47.0,0.243,4,4,1.0,1.22,0.493,0.0,0
Estera,14VRNYCwocTSAyPprHnKx12Eim6jDBHYZq,0,0,0,16888,16888,16888,17,17,0,10,8.0,0.0000148,0.0,0.592,0.817,77.5,1.05,0,11,0.0,0.0,0.878,0.0,0
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,0,0,244,329453,329453,331893,332,317,15,1381,1116.0,0.00206,0.0,4.16,0.934,80.0,1.16,136,136,1.0,1.22,1.1,0.936,14
Flam,167fASsEEnKszkd8PdNRMB1HWTnxcNRgbR,0,0,491,73154,73154,78064,78,78,0,142,118.0,0.000218,0.0,1.82,0.883,82.5,1.27,48,49,0.98,1.16,1.14,0.0,0
Foreroz,1ArfuTn3o1NgVCMwnoyxZx6jPKPTmSP9o6,0,0,0,14369,14369,14369,14,14,0,7,6.0,0.0000111,0.0,0.487,0.806,82.0,1.24,19,19,1.0,1.22,1.11,0.0,0
Funkyphantom,1E24V6K3S6tKQksaKCrVCr2sBKicAfs3mr,3458,1037,0,18359,21817,19396,19,19,0,3,2.0,0.00000369,0.0,0.155,0.745,70.0,0.783,0,24,0.0,0.0,0.693,0.0,0
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,0,0,12,22030,22030,22150,22,22,0,422,362.0,0.000668,0.0,19.1,1.04,85.0,1.38,22,30,0.733,0.613,1.2,0.0,0
Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,0,0,0,7303,7303,7303,7,7,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1.16,0,4,0.0,0.0,0.695,0.0,0
Giftculturewriting,16GGzGGsTtzvUdTHoWFJtWXXWdpPWwxr3u,0,0,11,42125,42125,42235,42,42,0,74,56.0,0.000103,0.0,1.75,0.88,75.0,0.958,18,18,1.0,1.22,0.961,0.0,0
Glongsword,1CRfD8qjUd8uKnYX35oxz8qAYrCnn2Zryc,0,0,0,1110,1110,1110,1,1,0,1,1.0,0.00000184,0.0,0.901,0.841,90.0,1.64,0,1,0.0,0.0,1.23,0.0,0
Gordonpt8,1AX3yEymMf5RDfZK6YSXpG9GEQt3ffRbm9,0,0,0,2856,2856,2856,3,0,3,10,8.0,0.0000148,0.0,7.0,0.968,80.0,1.16,6,6,1.0,1.22,1.11,0.945,3
Gorgorom,1EgZsQ6zxrA5bCtMMR1uWAcjfqt7n8GNRJ,8082,2424,17,20766,28848,23360,23,20,3,41,33.0,0.0000609,0.0,1.76,0.881,78.5,1.1,20,20,1.0,1.22,1.04,0.89,3
Grantbills,1Dz6fEZma7bUwnGo44yRjgduP71cWtkgS4,0,0,3,28347,28347,28377,28,28,0,18,14.0,0.0000258,0.0,0.634,0.821,75.5,0.977,11,19,0.579,0.363,0.869,0.0,0
Grasssusan,17uJkuoL5ub3ZjXmqTmmQLjkG8sN9bNqir,0,0,0,4297,4297,4297,4,4,0,4,4.0,0.00000738,0.0,0.931,0.843,87.5,1.51,2,2,1.0,1.22,1.28,0.0,0
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1550,465,0,709,2259,1174,1,1,0,0,0.0,0.0,0.0,0.0,0.0,95.0,1.92,2,2,1.0,1.22,1.27,0.0,0
Hayek,1KqMSjRnFpeWQUhDh3p2tGtRnPuZV486sM,0,0,9,41636,41636,41726,42,42,0,0,0.0,0.0,0.0,0.0,0.0,72.5,0.867,18,58,0.31,0.0909,0.53,0.0,0
Heliumbm,1Fm4p5nVbKxaYaQz4kuANQG2scDBLRvECJ,0,0,0,17649,17649,17649,18,18,0,4,3.0,0.00000553,0.0,0.227,0.765,67.5,0.703,3,5,0.6,0.392,0.691,0.0,0
Hellinoos,1GnJic1ATC7R7cbzBR6Q7Yqziv7bwj8aQY,0,0,0,14731,14731,14731,15,15,0,4,3.0,0.00000553,0.0,0.272,0.775,80.0,1.16,4,4,1.0,1.22,1.05,0.0,0
Hellscabane,1G3FNG9ogDBxygJJxst5mH1oUeCS7UF12e,0,0,0,25360,25360,25360,25,19,6,9,8.0,0.0000148,0.0,0.355,0.789,90.0,1.64,20,20,1.0,1.22,1.34,1.14,7
Hemingway,1Mrin7GnKsBPJ78mqZiChKzNtY5WC84WFZ,0,0,0,24213,24213,24213,24,24,0,10,7.0,0.0000129,0.0,0.413,0.797,70.0,0.783,0,18,0.0,0.0,0.709,0.0,0
Hunterbunter,17qBxPE1e84se785Yn3BupFRPPekEc15Pv,0,0,1,25729,25729,25739,26,26,0,22,20.0,0.0000369,0.0,0.855,0.838,92.0,1.74,2,6,0.333,0.107,1.31,0.0,0
IanBerble,1P6NSPXyGxPsetEE1qjWnvpPyZk3qnNboR,0,0,0,1078,1078,1078,1,1,0,2,2.0,0.00000369,0.0,1.86,0.884,90.0,1.64,1,1,1.0,1.22,1.37,0.0,0
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,0,0,0,1009,1009,1009,1,1,0,2,2.0,0.00000369,0.0,1.98,0.888,82.0,1.24,1,1,1.0,1.22,1.14,0.0,0
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,0,0,0,492,492,492,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0
Iheartcryptocoin,1N6SqcHmzSzs1cCe4wEt7Mo84m2p74stts,61,18,0,68476,68537,68494,68,68,0,68,38.0,0.0000701,0.0,0.993,0.847,55.0,0.386,19,19,1.0,1.22,0.607,0.0,0
Ikstarr,1eN1Gw2UUWTdrNrCS6qukx76JBNmpZBUV,0,0,13,40001,40001,40131,40,0,40,31,24.0,0.0000443,0.0,1.54,0.873,76.0,0.994,6,6,1.0,1.22,0.98,0.837,33
Iluveunc,199BUHDPHwpzyzVzmTw6V2jeqYfEpVuwMu,0,0,0,32483,32483,32483,32,32,0,84,70.0,0.000129,0.0,2.59,0.904,82.0,1.24,13,13,1.0,1.22,1.14,0.0,0
Imatt1990,17czLaECADux6yASXbxLLPqvnTSc9sD2PN,0,0,0,3942,3942,3942,4,4,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.85,2,2,1.0,1.22,0.632,0.0,0
Infoporter,1EyUQD2gwHExXnJKSkhGeQsGwAPUuVvwcE,0,0,0,1338,1338,1338,1,1,0,12,6.0,0.0000111,0.0,8.97,0.985,52.5,0.337,3,4,0.75,0.644,0.562,0.0,0
Jackjack,19QkqAza7BHFTuoz9N8UQkryP4E9jHo4N3,0,0,0,1099,1099,1099,1,1,0,217,193.0,0.000356,0.0,197.5,1.22,88.0,1.53,1,1,1.0,1.22,1.41,0.0,0
JackRussell,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,0,0,1,15657,15657,15667,16,16,0,22,17.0,0.0000314,0.0,1.4,0.867,75.5,0.977,7,11,0.636,0.447,0.891,0.0,0
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,0,0,0,2552,2552,2552,3,3,0,2,2.0,0.00000369,0.0,0.784,0.833,75.0,0.958,0,3,0.0,0.0,0.825,0.0,0
Jdlrexy,16DV7iL8wVyozq973rj2qA3Zw4r7mvnAKc,0,0,0,2009,2009,2009,2,2,0,4,3.0,0.00000553,0.0,1.99,0.888,70.0,0.783,1,1,1.0,1.22,0.858,0.0,0
Jeffusher,127t5jPqpiowffJyKKFg9MBLwG17V5fdL2,0,0,0,1582,1582,1582,2,2,0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.152,3,3,1.0,1.22,0.213,0.0,0
Jessiewaterfield,1BjvzSbfC2MhAVG2xvhkjuXZxApB8CgCnn,0,0,0,9327,9327,9327,9,9,0,3,3.0,0.00000553,0.0,0.322,0.784,85.0,1.38,1,5,0.2,0.0343,1.07,0.0,0
Jimfoxy,1JV7QdytMkA3crx9L1FM2dTBqaQ5itXy5u,0,0,1,31753,31753,31763,32,32,0,4,2.0,0.00000369,0.0,0.126,0.735,55.0,0.386,5,5,1.0,1.22,0.574,0.0,0
Jonnylitecoin,1DjLPFai2gtHmwWJSsFYGaLAmyLLGqyDWt,0,0,0,13430,13430,13430,13,13,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.958,0,6,0.0,0.0,0.575,0.0,0
Jungle_dave,14itNE5APTMtXzNZteDeZNkNH2AUJQY1Zh,0,0,0,1775,1775,1775,2,2,0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.783,0,1,0.0,0.0,0.47,0.0,0
Kermett,1PArJ2bvbUdexQj9ubBgtnNWyRNz3BkvGs,0,0,0,3604,3604,3604,4,4,0,6,4.0,0.00000738,0.0,1.66,0.877,58.0,0.451,5,5,1.0,1.22,0.656,0.0,0
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,0,0,0,55832,55832,55832,56,46,10,15,13.0,0.000024,0.0,0.269,0.774,84.0,1.34,8,11,0.727,0.601,1.09,0.934,9
Kimlle,1BoXo1RmQ6NKfZ7RHKscpWLKu8vcXXpjBD,0,0,0,5187,5187,5187,5,5,0,24,12.0,0.0000221,0.0,4.63,0.941,50.0,0.292,22,22,1.0,1.22,0.579,0.0,0
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,58560,17568,0,0,58560,17568,18,18,0,125,95.0,0.000175,0.0,7.12,0.969,75.0,0.958,17,93,0.183,0.0281,0.868,0.0,0
Kochmann799,1H3hhmQxp2eqpScyubM65HuJZ9dMnPSzqY,0,0,2,7927,7927,7947,8,8,0,20,14.0,0.0000258,0.0,2.52,0.903,70.0,0.783,10,10,1.0,1.22,0.862,0.0,0
Koguma,1NPRz7rKMi83gJSEnztFddr96oJbqqAZmj,102,30,18,4268,4370,4478,4,4,0,39,33.0,0.0000609,0.0,8.71,0.983,85.0,1.38,5,6,0.833,0.813,1.21,0.0,0
Kumala,1MUpAKKjyM56gxfKkW4LTHkWRcCFRx2y12,0,0,0,2192,2192,2192,2,2,0,12,10.0,0.0000184,0.0,5.47,0.952,85.0,1.38,0,2,0.0,0.0,1.12,0.0,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,74977,74977,74977,75,75,0,49,42.0,0.0000775,0.0,0.654,0.823,85.0,1.38,0,45,0.0,0.0,1.08,0.0,0
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,42,9268,9268,9688,10,10,0,24,21.0,0.0000387,0.0,2.48,0.902,85.0,1.38,3,5,0.6,0.392,1.14,0.0,0
Lowjo,1JMPa89dd5ZWVTKC7Hh9mvm98RpVcLvLRk,0,0,4,155961,155961,156001,153,103,50,14,13.0,0.000024,0.0,0.0897,0.718,90.0,1.64,11,11,1.0,1.22,1.32,1.13,56
Mabtc,1NqxTQ7D9w3oukfpYda8GHnXSYxr9xFoQS,0,0,51,88806,88806,89316,89,89,0,495,425.0,0.000784,0.0,5.54,0.953,85.0,1.38,14,53,0.264,0.0636,1.12,0.0,0
Maitotoxin,1EZpys8PMP8bZxs2tFTY5T7cimmVMZAxuw,0,0,0,5973,5973,5973,6,6,0,24,15.0,0.0000277,0.0,4.02,0.932,62.5,0.561,0,3,0.0,0.0,0.616,0.0,0
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,2195,658,13,0,2195,788,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0
Masscash,1MKs5SjcfA7a58vn9kjfcDkHkPoJFdUcz5,0,0,0,5270,5270,5270,5,2,3,50,38.0,0.0000701,0.0,9.49,0.989,76.0,0.994,13,13,1.0,1.22,1.01,0.866,3
Matt608,1Ks4roXAZj45sXRsWMfGqmAPmDoWZ9TAko,0,0,43,199062,199062,199492,199,199,0,87,70.0,0.000129,0.0,0.436,0.8,80.0,1.16,50,50,1.0,1.22,1.06,0.0,0
Max2838,1EZPbtmx7YiDfM2YVThbrbEgC6b86SqFL9,0,0,123,69312,69312,70542,71,71,0,15,9.0,0.0000166,0.0,0.213,0.762,61.5,0.535,0,116,0.0,0.0,0.55,0.0,0
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,86134,86134,86164,86,86,0,15,12.0,0.0000221,0.0,0.174,0.751,81.5,1.22,0,23,0.0,0.0,0.959,0.0,0
Melodiemuse,1GJt2nDUrVinYyDFJuWMkkK1Urod5nH72F,213,63,9,24997,25210,25150,25,25,0,105,100.0,0.000184,0.0,4.17,0.934,94.0,1.86,34,34,1.0,1.22,1.52,0.0,0
Merockstar,161J2C45hLh6SecXoRBMbbPGJAv7VdkfEK,0,0,3,16598,16598,16628,17,10,7,16,15.0,0.0000277,0.0,0.962,0.845,90.0,1.64,7,7,1.0,1.22,1.36,1.16,8
Metallicsoul92,1MZbzzaLJfZb6tkwgBbGX5ayeCbQJaYDwc,823,246,0,1661,2484,1907,2,2,0,4,4.0,0.00000738,0.0,2.1,0.891,99.0,2.16,0,3,0.0,0.0,1.57,0.0,0
Meta-p02,1Q4wj8JfZNGgRFYrk2bfWvqcqH1Y9YVNn9,0,0,0,2897,2897,2897,3,3,0,22,20.0,0.0000369,0.0,7.59,0.974,90.0,1.64,1,1,1.0,1.22,1.4,0.0,0
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,21459,21459,21499,21,21,0,40,36.0,0.0000664,0.0,1.86,0.884,90.0,1.64,0,9,0.0,0.0,1.25,0.0,0
Millipede,15PCkrTqyHKaq96gLNqegYPXauXxNJj5ht,0,0,0,1374,1374,1374,1,1,0,3,1.0,0.00000184,0.0,2.18,0.894,27.5,0.0505,2,2,1.0,1.22,0.42,0.0,0
Mistercoin,1PxUC79jXvZRbewCeRLPm9gtUbzWGdC2h8,0,0,0,4565,4565,4565,5,5,0,19,10.0,0.0000184,0.0,4.16,0.934,50.0,0.292,8,8,1.0,1.22,0.577,0.0,0
Mmenninger,1HU3X37P9rzEY8txjYfdFgQDDWbrVFW9fv,0,0,0,1021,1021,1021,1,1,0,0,0.0,0.0,0.0,0.0,0.0,77.5,1.05,0,1,0.0,0.0,0.633,0.0,0
Mosinnagant,19YDEKqv2LNxD5ph3SE5HawZ8Uu84eYsQr,0,0,0,68341,68341,68341,68,66,2,40,31.0,0.0000572,0.0,0.585,0.817,77.5,1.05,16,30,0.533,0.302,0.908,0.775,2
Moviemaven,18PEknMdtM4WzZkva21yHGBKdhaDcAjPWN,0,0,0,21617,21617,21617,22,22,0,5,3.0,0.00000553,0.0,0.231,0.766,60.0,0.498,13,13,1.0,1.22,0.651,0.0,0
