Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,701,210,40,56780,57481,57390,57,57,0,60,42.0,0.000227,0.0,1.05,0.852,69.0,0.544,82,83,0.988,1.2,0.702,0.0,0
Atruk,1x1yenCV3GxoiGPjpE1iykCH9kcmS8fsr,0,0,0,22207,22207,22207,22,22,0,1,1.0,0.00000541,0.0,0.045,0.606,80.0,1.07,15,15,1.0,1.24,0.945,0.0,0
Backa18,1A7mEa8zufBg2ajkQU8uezFKVvaxEqXr3g,0,0,2,98260,98260,98280,98,98,0,18,13.0,0.0000703,0.0,0.183,0.706,70.0,0.581,36,36,1.0,1.24,0.684,0.0,0
Balthozar,1kFhM8vtEzbZ43Z5wcadPvNrb4xFXbgze,0,0,4,10533,10533,10573,11,11,0,3,3.0,0.0000162,0.0,0.284,0.74,82.5,1.23,0,12,0.0,0.0,0.957,0.0,0
Barnacle_Ed,16xxKVrtDxTuEJhADUxVmZK94im43RXi45,0,0,0,36735,36735,36735,37,37,0,4,4.0,0.0000216,0.0,0.109,0.667,87.0,1.56,9,15,0.6,0.368,1.17,0.0,0
Ben,1DbJtgRfXqa2Vjh4Qfe35gGqMVEbC7DoAu,0,0,15,1947,1947,2097,2,2,0,30,28.0,0.000151,0.0,14.3,1.13,91.5,1.96,1,1,1.0,1.24,1.64,0.0,0
BitcoinAlchemist,1JBmwfJ4HmxTDDYwZY1rC63xR9h8Usqtat,0,0,0,39150,39150,39150,39,39,0,5,4.0,0.0000216,0.0,0.128,0.679,70.0,0.581,19,34,0.559,0.311,0.583,0.0,0
Bit-fxtrader,1BZrrPVnQibm9M357dATtTokUYP1vaosgU,0,0,1,52795,52795,52805,53,53,0,430,378.0,0.00204,0.0,8.14,1.06,87.0,1.56,30,30,1.0,1.24,1.38,0.0,0
Bittzy78,1Pz1K3res89p4GF3N26gz93CzbyWUcjEAb,3084,925,6,12925,16009,13910,14,14,0,14,11.0,0.0000595,0.0,1.01,0.849,80.0,1.07,13,13,1.0,1.24,1.02,0.0,0
Blackjet69,1tjX32UTH9DV9LkWKSncr4a3sJ4ksY84S,0,0,4,6821,6821,6861,7,7,0,1,1.0,0.00000541,0.0,0.146,0.689,62.5,0.347,7,7,1.0,1.24,0.539,0.0,0
Bmlzootown,1AWxtasquGuwRz9KMSfbZLVa3ED7XuXNev,0,0,0,1282,1282,1282,1,1,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1.07,3,3,1.0,1.24,0.763,0.0,0
Boelens,1PZ4yQmyi4JsfhUUHJiNs15gt98MreQXw1,0,0,0,1421,1421,1421,1,1,0,3,2.0,0.0000108,0.0,2.11,0.92,70.0,0.581,1,1,1.0,1.24,0.748,0.0,0
Bomac,1JUi58qD4tbRXzGK4r37xbQDYGW5ynXYSB
Caprigon,1Q4siL9KD2W8cy5eguRr5z5R1iCca27Qqv,4631,1389,3,161632,166263,163051,163,163,0,28,24.0,0.00013,0.0,0.172,0.701,85.0,1.4,60,64,0.938,1.06,1.16,0.0,0
CaramelSunshine,14yBc8zcJZh8nhUVx62RBX1n19Nw4pgy2q,3963,1188,0,0,3963,1188,1,1,0,0,0.0,0.0,0.0,0.0,0.0,55.0,0.194,0,6,0.0,0.0,0.117,0.0,0
Cdelatorref,13TRk2LRQuPH926Dq4u1uL63gUvfX5wRN3,0,0,11,10208,10208,10318,10,10,0,13,9.0,0.0000487,0.0,1.26,0.87,70.0,0.581,15,15,1.0,1.24,0.733,0.0,0
Ceebizcut,1M5haKYJ8PJ43kHTs6okSBLj5gUhLRQiUJ,0,0,0,22266,22266,22266,22,22,0,1,1.0,0.00000541,0.0,0.0449,0.606,80.0,1.07,0,12,0.0,0.0,0.821,0.0,0
Colin012,1LsUrZ2EcGKwy3Vt72FbFkng5bnYjdTsea,0,0,2,2877,2877,2897,3,3,0,1,1.0,0.00000541,0.0,0.345,0.756,75.0,0.795,3,4,0.75,0.625,0.766,0.0,0
CryptoAddicto,1DKhy7jj8oB53iGZYrWzDSfcVoKHjsuxaa,172607,51782,0,0,172607,51782,52,52,0,70,49.0,0.000265,0.0,1.35,0.876,70.0,0.581,50,116,0.431,0.168,0.628,0.0,0
Cryptobyte,1HwxMzbFqZfyE6HaR2D3keJQ1ync1V5UQR,0,0,0,5149,5149,5149,5,5,0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.4,4,4,1.0,1.24,0.966,0.0,0
Cryptopi,16wwpo6sJeFFWMnSy7ySa62mZLTAWohyP7,0,0,3,117896,117896,117926,118,118,0,79,40.0,0.000216,0.0,0.67,0.812,50.0,0.126,0,86,0.0,0.0,0.319,0.0,0
Cryptaur,18HEmGSt6x1aiwqEWQBZYedYwEjEB61FLe,0,0,47,45376,45376,45846,46,46,0,5,4.0,0.0000216,0.0,0.109,0.667,82.5,1.23,34,38,0.895,0.95,1.03,0.0,0
Cybernet,1La3GDDFvm2fVSjDh7Wy6YvbZ4MiP7Mt1q,0,0,7,2315,2315,2385,2,2,0,5,4.0,0.0000216,0.0,2.1,0.919,80.0,1.07,4,4,1.0,1.24,1.04,0.0,0
Dalamar96,1BXH2Xida1orS5GpXdniMrwZFbi5iznM92,0,0,0,19133,19133,19133,19,19,0,1,1.0,0.00000541,0.0,0.0523,0.616,77.5,0.923,6,6,1.0,1.24,0.862,0.0,0
Darebruges,1EkixVazBUdNarHfB5eUWsxQ6JJnQuQx3K,0,0,7,2551,2551,2621,3,3,0,3,2.0,0.0000108,0.0,1.14,0.861,75.0,0.795,4,4,1.0,1.24,0.859,0.0,0
Darknessfell,1EGufdRWTXBJtqfQrH3htzKFogQGbwEuBv,0,0,0,112484,112484,112484,112,112,0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.581,123,123,1.0,1.24,0.472,0.0,0
Dead_bit,1SuaNpdTNevb6VUYYn2Tqq4iXD5yeLmJ9,0,0,19,8441,8441,8631,9,9,0,5,3.0,0.0000162,0.0,0.579,0.8,65.0,0.415,6,6,1.0,1.24,0.612,0.0,0
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,30998,9299,126,116304,147302,126863,127,127,0,62,53.0,0.000287,0.0,0.489,0.785,85.0,1.4,45,45,1.0,1.24,1.2,0.0,0
Deadwood,1MRCQrNWiXg8LA4vq6PfYvpdWfyZketSw6,0,0,8,34381,34381,34461,34,34,0,161,146.0,0.00079,0.0,4.67,1.0,90.0,1.82,20,20,1.0,1.24,1.52,0.0,0
Develcuy,1DogCa5wiVZJWFnFDezuw5XssoWWabijnE,1327,398,0,5209,6536,5607,6,6,0,131,114.0,0.000617,0.0,23.4,1.19,86.5,1.52,10,13,0.769,0.663,1.34,0.0,0
Devguy,1QAZtw4SYaMfceg55uL2yarTnDtjySSyXz,0,0,1,12111,12111,12121,12,12,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.795,9,11,0.818,0.768,0.554,0.0,0
Devtome_Writer,17wwzTrWrk1buS9bxEFdgTsvhiyrDakBZe,0,0,0,10248,10248,10248,10,10,0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.581,10,13,0.769,0.663,0.415,0.0,0
Dexter,18jMxk8jqwvgpx4wT48VAb6jGbYNazz4b7,16281,4884,69,93310,109591,98884,99,99,0,9,6.0,0.0000324,0.0,0.091,0.654,67.5,0.493,3,31,0.0968,0.00483,0.492,0.0,0
Dglenn,15b3uWBBfMfhVwsXLYtGzXJ8vAHyjVV1Mu,0,0,22,447204,447204,447424,447,447,0,46,36.0,0.000195,0.0,0.103,0.663,77.5,0.923,79,81,0.975,1.17,0.869,0.0,0
Dhouses,14t1BfWX4gpLzgrHs17fwFA2AWoRdrwzef,0,0,12,47680,47680,47800,6,6,0,48,40.0,0.000216,0.0,1.0,0.849,83.0,1.26,20,21,0.952,1.1,1.12,0.0,0
Diamondcardz,18q45dAKGakQdPkjrg17NrfdiFGKWULwSJ,0,0,2,2079,2079,2099,2,2,0,0,0.0,0.0,0.0,0.0,0.0,90.0,1.82,2,2,1.0,1.24,1.22,0.0,0
Diedicar,1NXSmDdfVdL548RzbzVx6CkUmXFoRZ5yH3,0,0,6,7052,7052,7112,7,7,0,0,0.0,0.0,0.0,0.0,0.0,95.0,2.33,4,4,1.0,1.24,1.52,0.0,0
Dinkleberg,1Mnd6HGYcoNryKT2bkaT55BPsVK1a8o49u,0,0,111,32574,32574,33684,34,34,0,14,11.0,0.0000595,0.0,0.416,0.771,79.5,1.04,35,35,1.0,1.24,0.977,0.0,0
Eammy,1EPRS5bUm6USqLWZf5faBzZF2dXhHdyfgc,0,0,5,9246,9246,9296,9,9,0,0,0.0,0.0,0.0,0.0,0.0,76.0,0.844,8,8,1.0,1.24,0.63,0.0,0
Ecafe,17tRggPGbLBVWFBoySALZXTABD2zSe3kEW,0,0,0,112578,112578,112578,113,113,0,19,15.0,0.0000811,0.0,0.169,0.7,80.0,1.07,16,16,1.0,1.24,0.973,0.0,0
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,217165,65149,4,524637,741802,589826,590,590,0,17,15.0,0.0000811,0.0,0.0288,0.578,90.0,1.82,56,56,1.0,1.24,1.39,0.0,0
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,0,0,0,5520,5520,5520,6,6,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.66,1,1,1.0,1.24,0.52,0.0,0
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,10577,3173,2,13940,24517,17133,17,17,0,1,1.0,0.00000541,0.0,0.0584,0.624,83.0,1.26,1,12,0.0833,0.00338,0.943,0.0,0
Eroxors,1GhARG75QssPfXntVLW5wwpqPP6H2fRbmo,0,0,0,5837,5837,5837,6,6,0,0,0.0,0.0,0.0,0.0,0.0,65.0,0.415,4,4,1.0,1.24,0.373,0.0,0
Estera,14VRNYCwocTSAyPprHnKx12Eim6jDBHYZq,0,0,0,16888,16888,16888,17,17,0,2,2.0,0.0000108,0.0,0.118,0.673,85.0,1.4,0,11,0.0,0.0,1.04,0.0,0
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,0,0,272,445084,445084,447804,448,448,0,782,711.0,0.00385,0.0,1.75,0.901,90.0,1.82,186,187,0.995,1.22,1.48,0.0,0
Flam,167fASsEEnKszkd8PdNRMB1HWTnxcNRgbR,0,0,539,99094,99094,104484,104,104,0,199,166.0,0.000898,0.0,1.9,0.91,82.5,1.23,51,53,0.962,1.13,1.12,0.0,0
Foreroz,1ArfuTn3o1NgVCMwnoyxZx6jPKPTmSP9o6,0,0,0,13885,13885,13885,14,14,0,1,1.0,0.00000541,0.0,0.072,0.638,60.0,0.288,18,19,0.947,1.09,0.473,0.0,0
Funkyphantom,1E24V6K3S6tKQksaKCrVCr2sBKicAfs3mr,3458,1037,0,18359,21817,19396,19,19,0,3,2.0,0.0000108,0.0,0.155,0.693,70.0,0.581,0,24,0.0,0.0,0.557,0.0,0
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,0,0,12,25140,25140,25260,25,25,0,186,150.0,0.000811,0.0,7.36,1.05,80.0,1.07,23,35,0.657,0.456,1.0,0.0,0
Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,0,0,0,7303,7303,7303,7,7,0,0,0.0,0.0,0.0,0.0,0.0,76.0,0.844,0,4,0.0,0.0,0.507,0.0,0
Giftculturewriting,16GGzGGsTtzvUdTHoWFJtWXXWdpPWwxr3u,0,0,11,42125,42125,42235,42,42,0,36,32.0,0.000173,0.0,0.852,0.834,88.0,1.64,18,18,1.0,1.24,1.36,0.0,0
Glongsword,1CRfD8qjUd8uKnYX35oxz8qAYrCnn2Zryc,0,0,0,1110,1110,1110,1,1,0,1,1.0,0.00000541,0.0,0.901,0.839,90.0,1.82,0,1,0.0,0.0,1.34,0.0,0
Gordonpt8,1AX3yEymMf5RDfZK6YSXpG9GEQt3ffRbm9,0,0,0,2856,2856,2856,3,3,0,3,2.0,0.0000108,0.0,1.05,0.853,70.0,0.581,6,6,1.0,1.24,0.728,0.0,0
Gorgorom,1EgZsQ6zxrA5bCtMMR1uWAcjfqt7n8GNRJ,8082,2424,34,26055,34137,28819,29,29,0,37,30.0,0.000162,0.0,1.28,0.872,80.0,1.07,26,26,1.0,1.24,1.02,0.0,0
Grantbills,1Dz6fEZma7bUwnGo44yRjgduP71cWtkgS4,0,0,3,28347,28347,28377,28,28,0,21,15.0,0.0000811,0.0,0.74,0.821,73.0,0.703,11,19,0.579,0.338,0.702,0.0,0
Grasssusan,17uJkuoL5ub3ZjXmqTmmQLjkG8sN9bNqir,0,0,0,4297,4297,4297,4,4,0,0,0.0,0.0,0.0,0.0,0.0,90.0,1.82,2,2,1.0,1.24,1.22,0.0,0
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1550,465,0,709,2259,1174,1,1,0,0,0.0,0.0,0.0,0.0,0.0,91.5,1.96,2,2,1.0,1.24,1.3,0.0,0
Hayek,1KqMSjRnFpeWQUhDh3p2tGtRnPuZV486sM,0,0,9,41636,41636,41726,42,42,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.795,18,58,0.31,0.0768,0.485,0.0,0
Heliumbm,1Fm4p5nVbKxaYaQz4kuANQG2scDBLRvECJ,0,0,0,17649,17649,17649,18,18,0,2,1.0,0.00000541,0.0,0.113,0.67,67.5,0.493,3,5,0.6,0.368,0.533,0.0,0
Hellinoos,1GnJic1ATC7R7cbzBR6Q7Yqziv7bwj8aQY,0,0,0,14731,14731,14731,15,15,0,0,0.0,0.0,0.0,0.0,0.0,80.0,1.07,4,4,1.0,1.24,0.763,0.0,0
Hellscabane,1G3FNG9ogDBxygJJxst5mH1oUeCS7UF12e,0,0,0,25360,25360,25360,25,25,0,4,4.0,0.0000216,0.0,0.158,0.694,87.5,1.6,20,20,1.0,1.24,1.29,0.0,0
Hemingway,1Mrin7GnKsBPJ78mqZiChKzNtY5WC84WFZ,0,0,0,24213,24213,24213,24,24,0,18,13.0,0.0000703,0.0,0.743,0.821,71.0,0.62,0,18,0.0,0.0,0.618,0.0,0
Hunterbunter,17qBxPE1e84se785Yn3BupFRPPekEc15Pv,0,0,6,28913,28913,28973,29,29,0,32,31.0,0.000168,0.0,1.1,0.857,94.5,2.27,3,7,0.429,0.165,1.64,0.0,0
IanBerble,1P6NSPXyGxPsetEE1qjWnvpPyZk3qnNboR,0,0,0,1078,1078,1078,1,1,0,1,1.0,0.00000541,0.0,0.928,0.841,77.5,0.923,1,1,1.0,1.24,0.93,0.0,0
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,0,0,0,1009,1009,1009,1,1,0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.4,1,1,1.0,1.24,0.966,0.0,0
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,0,0,0,492,492,492,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0
Iheartcryptocoin,1N6SqcHmzSzs1cCe4wEt7Mo84m2p74stts,61,18,0,68476,68537,68494,68,68,0,20,15.0,0.0000811,0.0,0.292,0.742,75.0,0.795,19,19,1.0,1.24,0.823,0.0,0
Ikstarr,1eN1Gw2UUWTdrNrCS6qukx76JBNmpZBUV,0,0,13,40001,40001,40131,40,40,0,6,5.0,0.000027,0.0,0.15,0.69,85.0,1.4,6,6,1.0,1.24,1.17,0.0,0
Iluveunc,199BUHDPHwpzyzVzmTw6V2jeqYfEpVuwMu,0,0,0,32483,32483,32483,32,32,0,38,31.0,0.000168,0.0,1.17,0.863,82.0,1.19,13,13,1.0,1.24,1.1,0.0,0
Imatt1990,17czLaECADux6yASXbxLLPqvnTSc9sD2PN,0,0,0,3942,3942,3942,4,4,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.795,2,2,1.0,1.24,0.601,0.0,0
Infoporter,1EyUQD2gwHExXnJKSkhGeQsGwAPUuVvwcE,0,0,0,1338,1338,1338,1,1,0,3,2.0,0.0000108,0.0,2.24,0.926,75.0,0.795,3,4,0.75,0.625,0.817,0.0,0
Jackjack,19QkqAza7BHFTuoz9N8UQkryP4E9jHo4N3,0,0,0,1099,1099,1099,1,1,0,158,140.0,0.000757,0.0,143.8,1.45,88.0,1.64,1,1,1.0,1.24,1.55,0.0,0
JackRussell,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,0,0,1,15657,15657,15667,16,16,0,8,6.0,0.0000324,0.0,0.511,0.789,75.5,0.819,7,11,0.636,0.423,0.77,0.0,0
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,0,0,0,2552,2552,2552,3,3,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.795,0,3,0.0,0.0,0.477,0.0,0
Jdlrexy,16DV7iL8wVyozq973rj2qA3Zw4r7mvnAKc,0,0,0,2009,2009,2009,2,2,0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.4,1,1,1.0,1.24,0.966,0.0,0
Jeffusher,127t5jPqpiowffJyKKFg9MBLwG17V5fdL2,0,0,0,1582,1582,1582,2,2,0,0,0.0,0.0,0.0,0.0,0.0,65.0,0.415,3,3,1.0,1.24,0.373,0.0,0
Jessiewaterfield,1BjvzSbfC2MhAVG2xvhkjuXZxApB8CgCnn,0,0,0,9327,9327,9327,9,9,0,2,2.0,0.0000108,0.0,0.214,0.718,86.5,1.52,1,5,0.2,0.0271,1.13,0.0,0
Jimfoxy,1JV7QdytMkA3crx9L1FM2dTBqaQ5itXy5u,0,0,1,31753,31753,31763,32,32,0,2,2.0,0.0000108,0.0,0.063,0.629,90.0,1.82,5,5,1.0,1.24,1.4,0.0,0
Jonnylitecoin,1DjLPFai2gtHmwWJSsFYGaLAmyLLGqyDWt,0,0,0,13430,13430,13430,13,13,0,0,0.0,0.0,0.0,0.0,0.0,90.0,1.82,0,6,0.0,0.0,1.09,0.0,0
Jungle_dave,14itNE5APTMtXzNZteDeZNkNH2AUJQY1Zh,0,0,0,1775,1775,1775,2,2,0,1,1.0,0.00000541,0.0,0.563,0.797,75.0,0.795,0,1,0.0,0.0,0.716,0.0,0
Kermett,1PArJ2bvbUdexQj9ubBgtnNWyRNz3BkvGs,0,0,0,4219,4219,4219,4,4,0,2,1.0,0.00000541,0.0,0.474,0.782,67.5,0.493,6,6,1.0,1.24,0.654,0.0,0
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,0,0,0,130175,130175,130175,130,130,0,12,10.0,0.0000541,0.0,0.0922,0.655,84.0,1.33,17,20,0.85,0.841,1.08,0.0,0
Kimlle,1BoXo1RmQ6NKfZ7RHKscpWLKu8vcXXpjBD,0,0,0,5187,5187,5187,5,5,0,27,16.0,0.0000865,0.0,5.21,1.01,60.0,0.288,22,22,1.0,1.24,0.601,0.0,0
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,61298,18389,0,0,61298,18389,18,18,0,59,45.0,0.000243,0.0,3.21,0.962,75.0,0.795,18,95,0.189,0.0238,0.768,0.0,0
Kochmann799,1H3hhmQxp2eqpScyubM65HuJZ9dMnPSzqY,0,0,2,8362,8362,8382,8,8,0,12,8.0,0.0000433,0.0,1.43,0.882,70.0,0.581,11,11,1.0,1.24,0.737,0.0,0
Koguma,1NPRz7rKMi83gJSEnztFddr96oJbqqAZmj,102,30,18,4268,4370,4478,4,4,0,41,35.0,0.000189,0.0,9.16,1.08,85.0,1.4,5,6,0.833,0.802,1.25,0.0,0
Kumala,1MUpAKKjyM56gxfKkW4LTHkWRcCFRx2y12,0,0,0,2192,2192,2192,2,2,0,3,3.0,0.0000162,0.0,1.37,0.878,82.5,1.23,0,2,0.0,0.0,0.999,0.0,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,74977,74977,74977,75,75,0,18,15.0,0.0000811,0.0,0.24,0.727,80.0,1.07,0,45,0.0,0.0,0.857,0.0,0
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,42,9268,9268,9688,10,10,0,9,8.0,0.0000433,0.0,0.929,0.841,86.0,1.48,3,5,0.6,0.368,1.18,0.0,0
Mabtc,1NqxTQ7D9w3oukfpYda8GHnXSYxr9xFoQS,0,0,51,88806,88806,89316,89,89,0,274,235.0,0.00127,0.0,3.07,0.958,85.0,1.4,14,53,0.264,0.0524,1.13,0.0,0
Maitotoxin,1EZpys8PMP8bZxs2tFTY5T7cimmVMZAxuw,0,0,0,5973,5973,5973,6,6,0,3,2.0,0.0000108,0.0,0.502,0.787,62.5,0.347,0,3,0.0,0.0,0.445,0.0,0
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,2195,658,13,0,2195,788,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0
Masscash,1MKs5SjcfA7a58vn9kjfcDkHkPoJFdUcz5,0,0,0,48908,48908,48908,49,49,0,103,83.0,0.000449,0.0,2.11,0.919,80.0,1.07,88,88,1.0,1.24,1.04,0.0,0
Matt608,1Ks4roXAZj45sXRsWMfGqmAPmDoWZ9TAko,0,0,43,199062,199062,199492,199,199,0,32,26.0,0.000141,0.0,0.16,0.696,80.0,1.07,50,50,1.0,1.24,0.972,0.0,0
Max2838,1EZPbtmx7YiDfM2YVThbrbEgC6b86SqFL9,0,0,123,69312,69312,70542,71,71,0,8,5.0,0.000027,0.0,0.113,0.67,64.5,0.401,0,116,0.0,0.0,0.441,0.0,0
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,86134,86134,86164,86,86,0,8,7.0,0.0000379,0.0,0.0928,0.656,85.0,1.4,0,23,0.0,0.0,1.04,0.0,0
Melodiemuse,1GJt2nDUrVinYyDFJuWMkkK1Urod5nH72F,213,63,9,25012,25225,25165,25,25,0,20,19.0,0.000103,0.0,0.795,0.827,93.5,2.16,34,34,1.0,1.24,1.67,0.0,0
Merockstar,161J2C45hLh6SecXoRBMbbPGJAv7VdkfEK,0,0,3,24778,24778,24808,25,25,0,124,113.0,0.000611,0.0,5.0,1.01,90.0,1.82,12,12,1.0,1.24,1.52,0.0,0
Metallicsoul92,1MZbzzaLJfZb6tkwgBbGX5ayeCbQJaYDwc,823,246,0,1661,2484,1907,2,2,0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.581,0,3,0.0,0.0,0.349,0.0,0
Meta-p02,1Q4wj8JfZNGgRFYrk2bfWvqcqH1Y9YVNn9,0,0,0,2897,2897,2897,3,3,0,1,1.0,0.00000541,0.0,0.345,0.756,90.0,1.82,1,1,1.0,1.24,1.44,0.0,0
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,21459,21459,21499,21,21,0,18,16.0,0.0000865,0.0,0.837,0.832,90.0,1.82,0,9,0.0,0.0,1.34,0.0,0
Millipede,15PCkrTqyHKaq96gLNqegYPXauXxNJj5ht,0,0,0,1374,1374,1374,1,1,0,1,1.0,0.00000541,0.0,0.728,0.82,80.0,1.07,2,2,1.0,1.24,1.01,0.0,0
Mistercoin,1PxUC79jXvZRbewCeRLPm9gtUbzWGdC2h8,0,0,0,4565,4565,4565,5,5,0,9,6.0,0.0000324,0.0,1.97,0.913,65.0,0.415,8,8,1.0,1.24,0.647,0.0,0
Mmenninger,1HU3X37P9rzEY8txjYfdFgQDDWbrVFW9fv,0,0,0,1021,1021,1021,1,1,0,3,2.0,0.0000108,0.0,2.94,0.953,77.5,0.923,0,1,0.0,0.0,0.84,0.0,0
Mosinnagant,19YDEKqv2LNxD5ph3SE5HawZ8Uu84eYsQr,0,0,0,36202,36202,36202,36,36,0,7,6.0,0.0000324,0.0,0.193,0.71,83.0,1.26,16,22,0.727,0.581,1.03,0.0,0
Moviemaven,18PEknMdtM4WzZkva21yHGBKdhaDcAjPWN,0,0,0,21617,21617,21617,22,22,0,4,3.0,0.0000162,0.0,0.185,0.707,80.0,1.07,13,13,1.0,1.24,0.975,0.0,0
Moxy_Jane,184yBE6BY5WRpUvj7pzXjdRaemUByHvgx3,0,0,0,14299,14299,14299,14,14,0,0,0.0,0.0,0.0,0.0,0.0,77.5,0.923,6,7,0.857,0.858,0.639,0.0,0
Mrc,1EZhgmDXpwppCi7g7mSJkLHJDgtXsyTv6P,0,0,0,1239,1239,1239,1,1,0,4,3.0,0.0000162,0.0,3.23,0.963,85.0,1.4,1,1,1.0,1.24,1.25,0.0,0
