Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,0,0,0,5520,5520,5520,6,6,0,0,0.0,0.0,0.0,0.0,0.0,69.5,0.748,1,1,1.0,1.22,0.571,0.0,0
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,10577,3173,2,13940,24517,17133,17,17,0,6,5.0,0.00000913,0.0,0.35,0.812,83.0,1.31,1,12,0.0833,0.00491,1.03,0.0,0
Eroxors,1GhARG75QssPfXntVLW5wwpqPP6H2fRbmo,0,0,0,5837,5837,5837,6,6,0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.266,4,4,1.0,1.22,0.281,0.0,0
Estera,14VRNYCwocTSAyPprHnKx12Eim6jDBHYZq,0,0,0,16888,16888,16888,17,17,0,2,2.0,0.00000365,0.0,0.118,0.759,77.5,1.05,0,11,0.0,0.0,0.86,0.0,0
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,0,0,248,334313,334313,336793,337,332,5,1069,864.0,0.00158,0.0,3.17,0.93,80.0,1.16,138,138,1.0,1.22,1.1,1.01,5
Flam,167fASsEEnKszkd8PdNRMB1HWTnxcNRgbR,0,0,491,73154,73154,78064,78,78,0,189,153.0,0.000279,0.0,2.42,0.914,80.0,1.16,48,49,0.98,1.16,1.09,0.0,0
Foreroz,1ArfuTn3o1NgVCMwnoyxZx6jPKPTmSP9o6,0,0,0,14369,14369,14369,14,14,0,8,6.0,0.000011,0.0,0.557,0.835,71.0,0.8,19,19,1.0,1.22,0.853,0.0,0
Funkyphantom,1E24V6K3S6tKQksaKCrVCr2sBKicAfs3mr,3458,1037,0,18359,21817,19396,19,19,0,1,1.0,0.00000183,0.0,0.0516,0.721,70.0,0.765,0,24,0.0,0.0,0.676,0.0,0
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,0,0,12,22588,22588,22708,23,22,1,342,294.0,0.000537,0.0,15.1,1.02,85.0,1.41,23,31,0.742,0.628,1.22,1.12,1
Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,0,0,0,7303,7303,7303,7,7,0,1,1.0,0.00000183,0.0,0.137,0.766,78.0,1.08,0,4,0.0,0.0,0.875,0.0,0
Giftculturewriting,16GGzGGsTtzvUdTHoWFJtWXXWdpPWwxr3u,0,0,11,42125,42125,42235,42,42,0,77,62.0,0.000113,0.0,1.82,0.898,80.0,1.16,18,18,1.0,1.22,1.09,0.0,0
Glongsword,1CRfD8qjUd8uKnYX35oxz8qAYrCnn2Zryc,0,0,0,1110,1110,1110,1,1,0,4,4.0,0.00000731,0.0,3.6,0.937,90.0,1.69,0,1,0.0,0.0,1.29,0.0,0
Gordonpt8,1AX3yEymMf5RDfZK6YSXpG9GEQt3ffRbm9,0,0,0,2856,2856,2856,3,3,0,7,6.0,0.000011,0.0,2.45,0.915,80.0,1.16,6,6,1.0,1.22,1.1,0.0,0
Gorgorom,1EgZsQ6zxrA5bCtMMR1uWAcjfqt7n8GNRJ,8082,2424,17,20766,28848,23360,23,23,0,31,23.0,0.000042,0.0,1.33,0.881,75.0,0.951,20,20,1.0,1.22,0.957,0.0,0
Grantbills,1Dz6fEZma7bUwnGo44yRjgduP71cWtkgS4,0,0,3,28347,28347,28377,28,28,0,6,5.0,0.00000913,0.0,0.211,0.787,77.5,1.05,11,19,0.579,0.362,0.905,0.0,0
Grasssusan,17uJkuoL5ub3ZjXmqTmmQLjkG8sN9bNqir,0,0,0,4297,4297,4297,4,4,0,2,2.0,0.00000365,0.0,0.465,0.826,80.0,1.16,2,2,1.0,1.22,1.07,0.0,0
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1550,465,0,709,2259,1174,1,1,0,3,3.0,0.00000548,0.0,2.56,0.917,95.0,2.0,2,2,1.0,1.22,1.6,0.0,0
Hayek,1KqMSjRnFpeWQUhDh3p2tGtRnPuZV486sM,0,0,9,41636,41636,41726,42,42,0,1,1.0,0.00000183,0.0,0.024,0.688,72.5,0.855,18,58,0.31,0.0908,0.728,0.0,0
Heliumbm,1Fm4p5nVbKxaYaQz4kuANQG2scDBLRvECJ,0,0,0,17649,17649,17649,18,18,0,1,1.0,0.00000183,0.0,0.0567,0.725,67.5,0.683,3,5,0.6,0.392,0.666,0.0,0
Hellinoos,1GnJic1ATC7R7cbzBR6Q7Yqziv7bwj8aQY,0,0,0,14731,14731,14731,15,15,0,2,2.0,0.00000365,0.0,0.136,0.765,80.0,1.16,4,4,1.0,1.22,1.05,0.0,0
Hellscabane,1G3FNG9ogDBxygJJxst5mH1oUeCS7UF12e,0,0,0,25360,25360,25360,25,25,0,2,2.0,0.00000365,0.0,0.0789,0.74,90.0,1.69,20,20,1.0,1.22,1.36,0.0,0
Hemingway,1Mrin7GnKsBPJ78mqZiChKzNtY5WC84WFZ,0,0,0,24213,24213,24213,24,24,0,10,7.0,0.0000128,0.0,0.413,0.82,70.0,0.765,0,18,0.0,0.0,0.705,0.0,0
Hunterbunter,17qBxPE1e84se785Yn3BupFRPPekEc15Pv,0,0,1,25729,25729,25739,26,26,0,19,18.0,0.0000329,0.0,0.738,0.85,92.0,1.81,2,6,0.333,0.106,1.35,0.0,0
IanBerble,1P6NSPXyGxPsetEE1qjWnvpPyZk3qnNboR,0,0,0,1078,1078,1078,1,1,0,1,1.0,0.00000183,0.0,0.928,0.862,87.5,1.54,1,1,1.0,1.22,1.31,0.0,0
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,0,0,0,1009,1009,1009,1,1,0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.41,1,1,1.0,1.22,0.968,0.0,0
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,0,0,0,492,492,492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0
Iheartcryptocoin,1N6SqcHmzSzs1cCe4wEt7Mo84m2p74stts,61,18,0,68476,68537,68494,68,68,0,25,14.0,0.0000256,0.0,0.365,0.814,57.0,0.401,19,19,1.0,1.22,0.607,0.0,0
Ikstarr,1eN1Gw2UUWTdrNrCS6qukx76JBNmpZBUV,0,0,13,40001,40001,40131,40,40,0,12,9.0,0.0000164,0.0,0.299,0.804,76.1,0.993,6,6,1.0,1.22,0.959,0.0,0
Iluveunc,199BUHDPHwpzyzVzmTw6V2jeqYfEpVuwMu,0,0,0,32483,32483,32483,32,32,0,43,36.0,0.0000658,0.0,1.32,0.881,82.0,1.26,13,13,1.0,1.22,1.14,0.0,0
Imatt1990,17czLaECADux6yASXbxLLPqvnTSc9sD2PN,0,0,0,3942,3942,3942,4,4,0,0,0.0,0.0,0.0,0.0,0.0,72.0,0.836,2,2,1.0,1.22,0.624,0.0,0
Infoporter,1EyUQD2gwHExXnJKSkhGeQsGwAPUuVvwcE,0,0,0,1338,1338,1338,1,1,0,8,4.0,0.00000731,0.0,5.98,0.967,52.5,0.31,3,4,0.75,0.644,0.54,0.0,0
Jackjack,19QkqAza7BHFTuoz9N8UQkryP4E9jHo4N3,0,0,0,1099,1099,1099,1,1,0,184,164.0,0.0003,0.0,167.4,1.19,88.0,1.57,1,1,1.0,1.22,1.42,0.0,0
JackRussell,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,0,0,1,15657,15657,15667,16,16,0,16,12.0,0.0000219,0.0,1.02,0.867,75.5,0.971,7,11,0.636,0.447,0.887,0.0,0
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,0,0,0,2552,2552,2552,3,3,0,5,4.0,0.00000731,0.0,1.96,0.902,75.0,0.951,0,3,0.0,0.0,0.841,0.0,0
Jdlrexy,16DV7iL8wVyozq973rj2qA3Zw4r7mvnAKc,0,0,0,2009,2009,2009,2,2,0,3,2.0,0.00000365,0.0,1.49,0.887,80.0,1.16,1,1,1.0,1.22,1.09,0.0,0
Jeffusher,127t5jPqpiowffJyKKFg9MBLwG17V5fdL2,0,0,0,1582,1582,1582,2,2,0,2,1.0,0.00000183,0.0,1.26,0.878,55.0,0.359,3,3,1.0,1.22,0.601,0.0,0
Jessiewaterfield,1BjvzSbfC2MhAVG2xvhkjuXZxApB8CgCnn,0,0,0,9327,9327,9327,9,9,0,6,5.0,0.00000913,0.0,0.643,0.843,85.0,1.41,1,5,0.2,0.0343,1.1,0.0,0
Jimfoxy,1JV7QdytMkA3crx9L1FM2dTBqaQ5itXy5u,0,0,1,31753,31753,31763,32,32,0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.41,5,5,1.0,1.22,0.968,0.0,0
Jonnylitecoin,1DjLPFai2gtHmwWJSsFYGaLAmyLLGqyDWt,0,0,0,13430,13430,13430,13,13,0,0,0.0,0.0,0.0,0.0,0.0,82.5,1.28,0,6,0.0,0.0,0.77,0.0,0
Jungle_dave,14itNE5APTMtXzNZteDeZNkNH2AUJQY1Zh,0,0,0,1775,1775,1775,2,2,0,1,1.0,0.00000183,0.0,0.563,0.836,67.5,0.683,0,1,0.0,0.0,0.66,0.0,0
Kermett,1PArJ2bvbUdexQj9ubBgtnNWyRNz3BkvGs,0,0,0,4219,4219,4219,4,4,0,30,18.0,0.0000329,0.0,7.11,0.977,58.0,0.424,6,6,1.0,1.22,0.669,0.0,0
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,0,0,0,55832,55832,55832,56,56,0,25,19.0,0.0000347,0.0,0.448,0.824,76.5,1.01,8,11,0.727,0.601,0.915,0.0,0
Kimlle,1BoXo1RmQ6NKfZ7RHKscpWLKu8vcXXpjBD,0,0,0,5187,5187,5187,5,5,0,31,6.0,0.000011,0.0,5.98,0.967,20.0,0.0149,22,22,1.0,1.22,0.421,0.0,0
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,58560,17568,0,0,58560,17568,18,18,0,145,110.0,0.000201,0.0,8.25,0.986,75.0,0.951,17,93,0.183,0.0281,0.869,0.0,0
Kochmann799,1H3hhmQxp2eqpScyubM65HuJZ9dMnPSzqY,0,0,2,7925,7925,7945,8,8,0,11,8.0,0.0000146,0.0,1.38,0.883,70.0,0.765,10,10,1.0,1.22,0.846,0.0,0
Koguma,1NPRz7rKMi83gJSEnztFddr96oJbqqAZmj,102,30,18,4268,4370,4478,4,4,0,33,28.0,0.0000511,0.0,7.37,0.979,85.0,1.41,5,6,0.833,0.813,1.22,0.0,0
Kumala,1MUpAKKjyM56gxfKkW4LTHkWRcCFRx2y12,0,0,0,2192,2192,2192,2,2,0,1,1.0,0.00000183,0.0,0.456,0.825,85.0,1.41,0,2,0.0,0.0,1.09,0.0,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,74977,74977,74977,75,75,0,21,17.0,0.0000311,0.0,0.28,0.8,80.0,1.16,0,45,0.0,0.0,0.939,0.0,0
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,42,9268,9268,9688,10,10,0,12,10.0,0.0000183,0.0,1.24,0.877,85.0,1.41,3,5,0.6,0.392,1.15,0.0,0
Mabtc,1NqxTQ7D9w3oukfpYda8GHnXSYxr9xFoQS,0,0,51,88806,88806,89316,89,89,0,248,213.0,0.000389,0.0,2.78,0.922,85.0,1.41,14,53,0.264,0.0635,1.13,0.0,0
Maitotoxin,1EZpys8PMP8bZxs2tFTY5T7cimmVMZAxuw,0,0,0,5973,5973,5973,6,6,0,9,6.0,0.000011,0.0,1.51,0.888,62.5,0.536,0,3,0.0,0.0,0.588,0.0,0
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,2195,658,13,0,2195,788,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0
Masscash,1MKs5SjcfA7a58vn9kjfcDkHkPoJFdUcz5,0,0,0,12351,12351,12351,12,5,7,86,69.0,0.000126,0.0,6.96,0.976,80.0,1.16,26,26,1.0,1.22,1.11,1.03,7
Matt608,1Ks4roXAZj45sXRsWMfGqmAPmDoWZ9TAko,0,0,43,199062,199062,199492,199,199,0,44,36.0,0.0000658,0.0,0.221,0.789,80.0,1.16,50,50,1.0,1.22,1.06,0.0,0
Max2838,1EZPbtmx7YiDfM2YVThbrbEgC6b86SqFL9,0,0,123,69312,69312,70542,71,71,0,12,7.0,0.0000128,0.0,0.17,0.776,61.5,0.509,0,116,0.0,0.0,0.539,0.0,0
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,86134,86134,86164,86,86,0,5,4.0,0.00000731,0.0,0.058,0.726,81.5,1.23,0,23,0.0,0.0,0.959,0.0,0
Melodiemuse,1GJt2nDUrVinYyDFJuWMkkK1Urod5nH72F,213,63,9,25012,25225,25165,25,25,0,69,65.0,0.000119,0.0,2.74,0.921,93.0,1.87,34,34,1.0,1.22,1.52,0.0,0
Merockstar,161J2C45hLh6SecXoRBMbbPGJAv7VdkfEK,0,0,3,24778,24778,24808,25,17,8,57,52.0,0.000095,0.0,2.3,0.911,90.0,1.69,12,12,1.0,1.22,1.41,1.3,10
Metallicsoul92,1MZbzzaLJfZb6tkwgBbGX5ayeCbQJaYDwc,823,246,0,1661,2484,1907,2,2,0,0,0.0,0.0,0.0,0.0,0.0,99.0,2.28,0,3,0.0,0.0,1.37,0.0,0
Meta-p02,1Q4wj8JfZNGgRFYrk2bfWvqcqH1Y9YVNn9,0,0,0,2897,2897,2897,3,3,0,13,12.0,0.0000219,0.0,4.49,0.95,90.0,1.69,1,1,1.0,1.22,1.42,0.0,0
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,21459,21459,21499,21,21,0,20,18.0,0.0000329,0.0,0.93,0.862,90.0,1.69,0,9,0.0,0.0,1.27,0.0,0
Millipede,15PCkrTqyHKaq96gLNqegYPXauXxNJj5ht,0,0,0,1374,1374,1374,1,1,0,0,0.0,0.0,0.0,0.0,0.0,62.5,0.536,2,2,1.0,1.22,0.443,0.0,0
Mistercoin,1PxUC79jXvZRbewCeRLPm9gtUbzWGdC2h8,0,0,0,4565,4565,4565,5,5,0,10,7.0,0.0000128,0.0,2.19,0.909,65.0,0.606,8,8,1.0,1.22,0.758,0.0,0
Mmenninger,1HU3X37P9rzEY8txjYfdFgQDDWbrVFW9fv,0,0,0,1021,1021,1021,1,1,0,1,1.0,0.00000183,0.0,0.979,0.865,77.5,1.05,0,1,0.0,0.0,0.892,0.0,0
Mosinnagant,19YDEKqv2LNxD5ph3SE5HawZ8Uu84eYsQr,0,0,0,68341,68341,68341,68,68,0,16,11.0,0.0000201,0.0,0.234,0.792,65.0,0.606,16,30,0.533,0.302,0.631,0.0,0
Moviemaven,18PEknMdtM4WzZkva21yHGBKdhaDcAjPWN,0,0,0,21617,21617,21617,22,22,0,5,4.0,0.00000731,0.0,0.231,0.791,78.0,1.08,13,13,1.0,1.22,1.0,0.0,0
Moxy_Jane,184yBE6BY5WRpUvj7pzXjdRaemUByHvgx3,0,0,0,14299,14299,14299,14,14,0,1,1.0,0.00000183,0.0,0.0699,0.735,80.0,1.16,6,7,0.857,0.866,1.01,0.0,0
