Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Previous Cumulative Payout,Payout,Unique Page Views,Popularity Times Rating,Advertising Portion,Advertising Revenue,Views per Thousand Words,Normalized Popularity,Rating Median,Normalized Rating Median,Categorized Articles,Articles,Categorization,Normalized Categorization,Normalized Worth,Earnings Multiplier,Earnings
Acs26,1pK5e7YxixmERU617STiXgiGdnactBQrT,0,0,0,2592,2592,2592,3,3,0,0,0.0,0.0,0.0,0.0,0.0,88.0,1.52,4,4,1.0,1.22,1.03,0.0,0
Alexandriafini,19YqhfmEKLEwhT5NJN1ER1FB5yn3jq4yhL,0,0,0,7588,7588,7588,8,0,8,12,9.0,0.0000271,0.0,3.16,0.898,76.0,0.994,3,3,1.0,1.22,0.988,0.851,7
Aljiu,17AD7tcyFK5WWqpPykgx2pvypQdfiSCitR,0,0,2,1050,1050,1070,1,0,1,6,5.0,0.0000151,0.0,11.2,1.01,90.0,1.62,1,1,1.0,1.22,1.4,1.21,1
Alpha511,1Fcqq12HeSxi3UEqeuPrj7mKZ5U8CLosE5,0,0,12,4131,4131,4251,4,4,0,78,59.0,0.000178,0.0,18.3,1.06,74.5,0.939,3,3,1.0,1.22,1.0,0.0,0
Alyssa85,1ERn5JRTm5P47LzhiLCbKtduwj9M3cPE81,0,0,4,10960,10960,11000,11,11,0,363,310.0,0.000935,0.0,33.0,1.12,84.5,1.35,10,10,1.0,1.22,1.27,0.0,0
Amirali00124,1FfeaJ6cQGWmfRH3SKsYnyMYA62g7FnDds,0,0,0,3131,3131,3131,3,3,0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.218,4,4,1.0,1.22,0.253,0.0,0
Antdix,1NNnUkWk29x6PBMyUpRDXv4dEMNrw5qjWY,0,0,102,76285,76285,77305,77,67,10,123,81.0,0.000244,0.0,1.59,0.842,65.0,0.633,42,42,1.0,1.22,0.754,0.65,7
Ashleysly,1Mdu9MbAEsUm81NzEPQR7GCkUxbG39pWMy,559,167,0,48328,48887,48495,48,48,0,102,67.0,0.000202,0.0,2.1,0.865,65.0,0.633,52,52,1.0,1.22,0.761,0.0,0
Asquirrel,1Dme8MjSTnsQdGsXT94Yb5is9EXqRPYnVZ,0,0,0,3238,3238,3238,3,3,0,11,8.0,0.0000241,0.0,3.4,0.904,67.5,0.706,1,1,1.0,1.22,0.817,0.0,0
Athanasios_motok,13uzim3VkT6YSEGsUA7KxKkimepsaLF7ZE,701,210,38,56105,56806,56695,57,57,0,223,155.0,0.000467,0.0,3.93,0.917,69.0,0.752,80,80,1.0,1.22,0.848,0.0,0
